text,debts,funeral_expenses,bequests,wife,husband,son,daughter,father,mother,brother,sister,grandchild
"The estate is worth $970,333.38. There are debts of $54,623.58. Funeral expenses amount to $7,452.02. A bequest of $132,456.56 was specified. The survivors include a wife, 3 sons, 3 daughters, 2 brothers.",54623.58,7452.02,132456.56,1,0,3,3,0,0,2,0,0
"The estate is worth $65,364.93. There are debts of $12,100.54. Funeral expenses amount to $8,369.67. A bequest of $14,439.22 was specified. The survivors include a wife, 2 sons, 3 daughters, a mother, 1 brothers, 3 sisters, 2 grandchildren.",12100.54,8369.67,14439.22,1,0,2,3,0,1,1,3,2
"The estate is worth $914,985.39. There are debts of $209,289.21. Funeral expenses amount to $4,926.76. A bequest of $161,903.04 was specified. The survivors include a husband, 4 sons, a mother, 3 brothers, 1 sisters.",209289.21,4926.76,161903.04,0,1,4,0,0,1,3,1,0
"The estate is worth $982,965.52. There are debts of $217,363.87. Funeral expenses amount to $5,167.87. A bequest of $178,369.90 was specified. The survivors include a wife, a husband, 5 sons, 1 daughters, a father, 1 grandchildren.",217363.87,5167.87,178369.9,1,1,5,1,1,0,0,0,1
"The estate is worth $589,817.89. There are debts of $93,838.65. Funeral expenses amount to $1,021.93. A bequest of $98,936.61 was specified. The survivors include 3 sons, 5 daughters, a father, a mother, 1 brothers, 1 grandchildren.",93838.65,1021.93,98936.61,0,0,3,5,1,1,1,0,1
"The estate is worth $234,346.59. There are debts of $52,979.51. Funeral expenses amount to $9,146.00. A bequest of $28,671.30 was specified. The survivors include a wife, a husband, a father, 3 brothers, 1 sisters.",52979.51,9146.0,28671.3,1,1,0,0,1,0,3,1,0
"The estate is worth $869,064.25. There are debts of $200,133.59. Funeral expenses amount to $3,263.88. A bequest of $75,538.81 was specified. The survivors include a husband, 2 sons, 2 daughters, a father, 1 brothers, 3 sisters.",200133.59,3263.88,75538.81,0,1,2,2,1,0,1,3,0
"The estate is worth $137,001.69. There are debts of $21,101.78. Funeral expenses amount to $4,597.13. A bequest of $16,256.75 was specified. The survivors include a wife, a husband, 4 sons, a father, a mother, 1 brothers, 2 sisters, 1 grandchildren.",21101.78,4597.13,16256.75,1,1,4,0,1,1,1,2,1
"The estate is worth $952,665.29. There are debts of $139,330.66. Funeral expenses amount to $5,150.73. A bequest of $131,282.21 was specified. The survivors include a wife, 3 daughters, a father, 3 brothers, 2 grandchildren.",139330.66,5150.73,131282.21,1,0,0,3,1,0,3,0,2
"The estate is worth $92,832.44. There are debts of $16,931.96. Funeral expenses amount to $5,197.82. A bequest of $14,764.63 was specified. The survivors include 2 sons, a mother, 3 brothers, 2 grandchildren.",16931.96,5197.82,14764.63,0,0,2,0,0,1,3,0,2
"The estate is worth $725,092.05. There are debts of $61,777.02. Funeral expenses amount to $6,460.68. A bequest of $210,763.07 was specified. The survivors include a wife, 2 sons, 1 daughters, a mother, 1 brothers, 1 sisters, 1 grandchildren.",61777.02,6460.68,210763.07,1,0,2,1,0,1,1,1,1
"The estate is worth $435,441.78. There are debts of $27,017.14. Funeral expenses amount to $9,675.61. A bequest of $55,597.20 was specified. The survivors include a wife, 1 daughters, a father, 3 brothers, 2 sisters.",27017.14,9675.61,55597.2,1,0,0,1,1,0,3,2,0
"The estate is worth $886,864.23. There are debts of $144,041.46. Funeral expenses amount to $4,503.97. A bequest of $206,418.17 was specified. The survivors include a husband, 3 daughters, a father, a mother, 2 sisters.",144041.46,4503.97,206418.17,0,1,0,3,1,1,0,2,0
"The estate is worth $791,564.23. There are debts of $69,784.77. Funeral expenses amount to $2,861.30. A bequest of $105,032.53 was specified. The survivors include 4 sons, 3 daughters, a father, 3 brothers, 1 sisters, 2 grandchildren.",69784.77,2861.3,105032.53,0,0,4,3,1,0,3,1,2
"The estate is worth $528,197.78. There are debts of $70,206.35. Funeral expenses amount to $9,339.29. A bequest of $147,533.58 was specified. The survivors include a wife, a husband, 5 sons, 3 daughters, a father, a mother, 3 brothers, 3 sisters, 2 grandchildren.",70206.35,9339.29,147533.58,1,1,5,3,1,1,3,3,2
"The estate is worth $744,236.80. There are debts of $11,630.02. Funeral expenses amount to $7,049.04. A bequest of $215,842.08 was specified. The survivors include a wife, a husband, 4 sons, 2 daughters, 3 brothers, 3 sisters, 1 grandchildren.",11630.02,7049.04,215842.08,1,1,4,2,0,0,3,3,1
"The estate is worth $185,801.44. There are debts of $21,339.81. Funeral expenses amount to $8,499.38. A bequest of $11,408.05 was specified. The survivors include a husband, 4 sons, 2 daughters, a father, a mother, 3 brothers, 3 sisters, 1 grandchildren.",21339.81,8499.38,11408.05,0,1,4,2,1,1,3,3,1
"The estate is worth $254,245.70. There are debts of $37,854.96. Funeral expenses amount to $7,037.14. A bequest of $46,418.97 was specified. The survivors include a wife, 2 sons, 4 daughters, a mother, 1 brothers, 2 sisters, 2 grandchildren.",37854.96,7037.14,46418.97,1,0,2,4,0,1,1,2,2
"The estate is worth $538,516.58. There are debts of $115,726.61. Funeral expenses amount to $6,810.90. A bequest of $131,382.26 was specified. The survivors include 2 sons, 3 daughters, a father, 1 brothers, 2 sisters, 1 grandchildren.",115726.61,6810.9,131382.26,0,0,2,3,1,0,1,2,1
"The estate is worth $527,580.19. There are debts of $108,328.30. Funeral expenses amount to $6,508.34. A bequest of $108,593.73 was specified. The survivors include a wife, a husband, 3 daughters, a father, 1 brothers, 2 grandchildren.",108328.3,6508.34,108593.73,1,1,0,3,1,0,1,0,2
"The estate is worth $348,151.84. There are debts of $16,183.95. Funeral expenses amount to $9,073.16. A bequest of $58,336.74 was specified. The survivors include a wife, a husband, 5 sons, 2 daughters, 3 brothers, 2 sisters, 1 grandchildren.",16183.95,9073.16,58336.74,1,1,5,2,0,0,3,2,1
"The estate is worth $668,945.09. There are debts of $99,418.98. Funeral expenses amount to $8,145.32. A bequest of $171,878.99 was specified. The survivors include a wife, a husband, 3 sons, 3 daughters, a father, a mother, 2 sisters, 2 grandchildren.",99418.98,8145.32,171878.99,1,1,3,3,1,1,0,2,2
"The estate is worth $249,509.73. There are debts of $23,083.15. Funeral expenses amount to $1,474.36. A bequest of $21,164.00 was specified. The survivors include 1 sons, 1 daughters, 2 brothers, 2 sisters, 2 grandchildren.",23083.15,1474.36,21164.0,0,0,1,1,0,0,2,2,2
"The estate is worth $186,239.45. There are debts of $9,039.22. Funeral expenses amount to $3,143.81. A bequest of $7,382.50 was specified. The survivors include 3 daughters, a father, 3 brothers, 3 sisters, 2 grandchildren.",9039.22,3143.81,7382.5,0,0,0,3,1,0,3,3,2
"The estate is worth $94,651.45. There are debts of $14,406.22. Funeral expenses amount to $4,539.80. A bequest of $16,865.29 was specified. The survivors include a husband, 4 sons, 5 daughters, a father, 1 brothers, 1 sisters, 1 grandchildren.",14406.22,4539.8,16865.29,0,1,4,5,1,0,1,1,1
"The estate is worth $353,108.85. There are debts of $47,990.19. Funeral expenses amount to $1,455.09. A bequest of $97,387.88 was specified. The survivors include a husband, 2 sons, 2 daughters, a mother, 1 brothers, 3 sisters.",47990.19,1455.09,97387.88,0,1,2,2,0,1,1,3,0
"The estate is worth $918,772.50. There are debts of $45,540.09. Funeral expenses amount to $6,859.38. A bequest of $249,256.51 was specified. The survivors include 3 sons, 2 sisters, 1 grandchildren.",45540.09,6859.38,249256.51,0,0,3,0,0,0,0,2,1
"The estate is worth $866,260.21. There are debts of $143,511.75. Funeral expenses amount to $2,039.09. A bequest of $8,459.51 was specified. The survivors include a wife, a husband, 5 sons, 5 daughters, a father, a mother, 3 brothers, 2 sisters, 1 grandchildren.",143511.75,2039.09,8459.51,1,1,5,5,1,1,3,2,1
"The estate is worth $949,216.39. There are debts of $80,087.22. Funeral expenses amount to $4,523.34. A bequest of $60,688.24 was specified. The survivors include a father, 2 sisters, 2 grandchildren.",80087.22,4523.34,60688.24,0,0,0,0,1,0,0,2,2
"The estate is worth $668,757.67. There are debts of $81,256.48. Funeral expenses amount to $6,315.99. A bequest of $127,586.45 was specified. The survivors include a husband, 3 sons, a father, 2 brothers, 3 sisters, 2 grandchildren.",81256.48,6315.99,127586.45,0,1,3,0,1,0,2,3,2
"The estate is worth $331,363.45. There are debts of $55,114.53. Funeral expenses amount to $1,550.28. A bequest of $59,457.81 was specified. The survivors include a wife, a husband, 4 sons, 4 daughters, 3 brothers, 1 sisters, 2 grandchildren.",55114.53,1550.28,59457.81,1,1,4,4,0,0,3,1,2
"The estate is worth $704,099.31. There are debts of $8,406.91. Funeral expenses amount to $2,903.13. A bequest of $92,610.73 was specified. The survivors include a wife, a husband, 2 sons, 4 daughters, a father, a mother, 2 sisters, 2 grandchildren.",8406.91,2903.13,92610.73,1,1,2,4,1,1,0,2,2
"The estate is worth $926,399.94. There are debts of $177,051.05. Funeral expenses amount to $9,612.00. A bequest of $240,007.22 was specified. The survivors include a wife, a husband, 1 daughters, a father, a mother, 2 brothers, 1 sisters, 1 grandchildren.",177051.05,9612.0,240007.22,1,1,0,1,1,1,2,1,1
"The estate is worth $923,327.21. There are debts of $160,959.16. Funeral expenses amount to $2,957.27. A bequest of $133,841.86 was specified. The survivors include 5 sons, 1 daughters, 1 brothers, 1 sisters.",160959.16,2957.27,133841.86,0,0,5,1,0,0,1,1,0
"The estate is worth $868,638.96. There are debts of $167,311.74. Funeral expenses amount to $2,150.99. A bequest of $217,355.26 was specified. The survivors include 3 daughters, 2 sisters.",167311.74,2150.99,217355.26,0,0,0,3,0,0,0,2,0
"The estate is worth $863,281.27. There are debts of $144,443.24. Funeral expenses amount to $7,484.76. A bequest of $28,136.48 was specified. The survivors include 2 sons, 3 daughters, 2 brothers, 3 sisters, 2 grandchildren.",144443.24,7484.76,28136.48,0,0,2,3,0,0,2,3,2
"The estate is worth $928,253.84. There are debts of $224,913.98. Funeral expenses amount to $5,578.58. A bequest of $214,447.41 was specified. The survivors include 4 sons, 5 daughters, 3 brothers, 2 sisters, 1 grandchildren.",224913.98,5578.58,214447.41,0,0,4,5,0,0,3,2,1
"The estate is worth $941,191.58. There are debts of $144,403.44. Funeral expenses amount to $6,036.55. A bequest of $197,640.68 was specified. The survivors include a husband, 3 sons, 5 daughters, a father, a mother, 1 brothers, 1 sisters, 1 grandchildren.",144403.44,6036.55,197640.68,0,1,3,5,1,1,1,1,1
"The estate is worth $935,721.99. There are debts of $78,292.80. Funeral expenses amount to $9,291.50. A bequest of $121,188.02 was specified. The survivors include a wife, 2 sons, a father, a mother, 3 brothers, 2 sisters, 2 grandchildren.",78292.8,9291.5,121188.02,1,0,2,0,1,1,3,2,2
"The estate is worth $439,774.23. There are debts of $109,646.59. Funeral expenses amount to $6,504.88. A bequest of $45,879.94 was specified. The survivors include a wife, 3 sons, 2 daughters, a father, a mother, 2 grandchildren.",109646.59,6504.88,45879.94,1,0,3,2,1,1,0,0,2
"The estate is worth $288,132.61. There are debts of $12,298.94. Funeral expenses amount to $2,894.57. A bequest of $66,884.86 was specified. The survivors include a husband, 3 sons, 2 sisters.",12298.94,2894.57,66884.86,0,1,3,0,0,0,0,2,0
"The estate is worth $994,078.59. There are debts of $118,641.10. Funeral expenses amount to $9,199.77. A bequest of $7,659.10 was specified. The survivors include a wife, 1 sons, 1 daughters, 1 brothers.",118641.1,9199.77,7659.1,1,0,1,1,0,0,1,0,0
"The estate is worth $826,756.61. There are debts of $37,247.43. Funeral expenses amount to $5,651.57. A bequest of $218,654.35 was specified. The survivors include a wife, 5 sons, 1 daughters, 3 sisters.",37247.43,5651.57,218654.35,1,0,5,1,0,0,0,3,0
"The estate is worth $809,870.06. There are debts of $49,666.15. Funeral expenses amount to $9,185.32. A bequest of $70,699.35 was specified. The survivors include a wife, a husband, 4 daughters, a mother, 2 sisters.",49666.15,9185.32,70699.35,1,1,0,4,0,1,0,2,0
"The estate is worth $830,071.68. There are debts of $82,593.62. Funeral expenses amount to $1,991.92. A bequest of $57,260.29 was specified. The survivors include a wife, 3 sons, 5 daughters, a mother, 3 sisters.",82593.62,1991.92,57260.29,1,0,3,5,0,1,0,3,0
"The estate is worth $915,351.00. There are debts of $91,717.42. Funeral expenses amount to $2,705.68. A bequest of $167,847.84 was specified. The survivors include a wife, a husband, 4 daughters, a father, a mother, 3 brothers, 1 grandchildren.",91717.42,2705.68,167847.84,1,1,0,4,1,1,3,0,1
"The estate is worth $620,623.27. There are debts of $139,298.80. Funeral expenses amount to $1,396.26. A bequest of $15,378.37 was specified. The survivors include a husband, 3 sons, a father, 3 sisters.",139298.8,1396.26,15378.37,0,1,3,0,1,0,0,3,0
"The estate is worth $769,816.15. There are debts of $136,345.76. Funeral expenses amount to $3,295.58. A bequest of $166,289.70 was specified. The survivors include a husband, 2 sons, 5 daughters, 2 brothers, 3 sisters, 2 grandchildren.",136345.76,3295.58,166289.7,0,1,2,5,0,0,2,3,2
"The estate is worth $823,211.63. There are debts of $144,826.52. Funeral expenses amount to $9,853.31. A bequest of $60,920.63 was specified. The survivors include a wife, 2 sons, 3 daughters, a mother, 1 brothers.",144826.52,9853.31,60920.63,1,0,2,3,0,1,1,0,0
"The estate is worth $398,197.45. There are debts of $12,214.12. Funeral expenses amount to $7,921.12. A bequest of $40,465.45 was specified. The survivors include a wife, 3 sons, 3 daughters, a mother, 1 sisters, 2 grandchildren.",12214.12,7921.12,40465.45,1,0,3,3,0,1,0,1,2
"The estate is worth $746,637.75. There are debts of $75,657.84. Funeral expenses amount to $9,484.07. A bequest of $129,011.44 was specified. The survivors include a wife, a husband, 3 sons, 4 daughters, a mother.",75657.84,9484.07,129011.44,1,1,3,4,0,1,0,0,0
"The estate is worth $823,385.72. There are debts of $162,647.67. Funeral expenses amount to $3,679.20. A bequest of $15,638.14 was specified. The survivors include a father, 2 sisters, 1 grandchildren.",162647.67,3679.2,15638.14,0,0,0,0,1,0,0,2,1
"The estate is worth $892,730.52. There are debts of $132,744.94. Funeral expenses amount to $9,076.89. A bequest of $18,575.27 was specified. The survivors include a wife, 4 daughters, a father, 2 brothers, 1 grandchildren.",132744.94,9076.89,18575.27,1,0,0,4,1,0,2,0,1
"The estate is worth $364,556.83. There are debts of $14,602.44. Funeral expenses amount to $7,164.57. A bequest of $93,470.57 was specified. The survivors include a wife, 2 sons, 3 daughters, a father, a mother, 1 sisters, 2 grandchildren.",14602.44,7164.57,93470.57,1,0,2,3,1,1,0,1,2
"The estate is worth $329,684.04. There are debts of $64,975.45. Funeral expenses amount to $1,631.61. A bequest of $48,461.62 was specified. The survivors include a wife, 5 sons, 2 daughters, a father, 2 brothers, 2 sisters.",64975.45,1631.61,48461.62,1,0,5,2,1,0,2,2,0
"The estate is worth $553,367.82. There are debts of $31,247.01. Funeral expenses amount to $1,946.57. A bequest of $14,894.14 was specified. The survivors include a husband, 4 sons, 2 daughters, a mother, 2 brothers, 3 sisters, 1 grandchildren.",31247.01,1946.57,14894.14,0,1,4,2,0,1,2,3,1
"The estate is worth $402,931.19. There are debts of $21,822.93. Funeral expenses amount to $6,628.09. A bequest of $24,296.93 was specified. The survivors include a wife, 1 daughters, a father, a mother, 2 brothers, 3 sisters, 1 grandchildren.",21822.93,6628.09,24296.93,1,0,0,1,1,1,2,3,1
"The estate is worth $242,559.81. There are debts of $46,233.56. Funeral expenses amount to $5,584.00. A bequest of $28,333.65 was specified. The survivors include a wife, a husband, 2 sons, 4 daughters, 1 brothers.",46233.56,5584.0,28333.65,1,1,2,4,0,0,1,0,0
"The estate is worth $692,980.64. There are debts of $95,567.46. Funeral expenses amount to $8,411.73. A bequest of $61,811.83 was specified. The survivors include a wife, a husband, 4 daughters, a father, 3 sisters.",95567.46,8411.73,61811.83,1,1,0,4,1,0,0,3,0
"The estate is worth $909,060.17. There are debts of $139,532.51. Funeral expenses amount to $7,569.85. A bequest of $73,776.44 was specified. The survivors include 1 sons, 1 daughters, 3 brothers, 1 sisters, 2 grandchildren.",139532.51,7569.85,73776.44,0,0,1,1,0,0,3,1,2
"The estate is worth $919,365.78. There are debts of $166,857.06. Funeral expenses amount to $6,204.28. A bequest of $95,762.58 was specified. The survivors include a wife, a husband, 5 sons, 2 daughters, a father, 2 brothers, 3 sisters.",166857.06,6204.28,95762.58,1,1,5,2,1,0,2,3,0
"The estate is worth $456,940.88. There are debts of $85,297.11. Funeral expenses amount to $1,290.14. A bequest of $15,628.45 was specified. The survivors include 1 sons, a father, a mother, 2 sisters, 1 grandchildren.",85297.11,1290.14,15628.45,0,0,1,0,1,1,0,2,1
"The estate is worth $769,500.88. There are debts of $13,233.39. Funeral expenses amount to $5,161.09. A bequest of $120,310.01 was specified. The survivors include a wife, 5 daughters, a mother, 2 brothers, 1 sisters, 1 grandchildren.",13233.39,5161.09,120310.01,1,0,0,5,0,1,2,1,1
"The estate is worth $519,749.20. There are debts of $120,219.16. Funeral expenses amount to $5,314.01. A bequest of $79,640.84 was specified. The survivors include a wife, a husband, 3 sons, 3 daughters, a father, 2 sisters, 1 grandchildren.",120219.16,5314.01,79640.84,1,1,3,3,1,0,0,2,1
"The estate is worth $299,474.13. There are debts of $63,061.43. Funeral expenses amount to $6,783.10. A bequest of $32,410.20 was specified. The survivors include a husband, 1 sons, 4 daughters, 2 grandchildren.",63061.43,6783.1,32410.2,0,1,1,4,0,0,0,0,2
"The estate is worth $703,577.77. There are debts of $148,766.26. Funeral expenses amount to $7,262.65. A bequest of $126,323.16 was specified. The survivors include a wife, a husband, 1 sons, 4 daughters, a father, a mother, 1 brothers, 1 sisters, 1 grandchildren.",148766.26,7262.65,126323.16,1,1,1,4,1,1,1,1,1
"The estate is worth $807,915.91. There are debts of $191,011.12. Funeral expenses amount to $3,674.32. A bequest of $140,465.81 was specified. The survivors include a wife, a husband, 5 daughters, a father, a mother, 2 brothers, 1 sisters, 2 grandchildren.",191011.12,3674.32,140465.81,1,1,0,5,1,1,2,1,2
"The estate is worth $710,241.16. There are debts of $13,753.06. Funeral expenses amount to $3,251.09. A bequest of $63,470.50 was specified. The survivors include a husband, 1 sons, 1 grandchildren.",13753.06,3251.09,63470.5,0,1,1,0,0,0,0,0,1
"The estate is worth $571,419.04. There are debts of $12,824.31. Funeral expenses amount to $3,487.03. A bequest of $123,481.48 was specified. The survivors include a wife, a husband, 4 sons, 5 daughters, a father, a mother, 3 sisters.",12824.31,3487.03,123481.48,1,1,4,5,1,1,0,3,0
"The estate is worth $555,953.06. There are debts of $55,147.97. Funeral expenses amount to $2,894.58. A bequest of $126,165.01 was specified. The survivors include a husband, 2 sons, 5 daughters, a mother, 1 brothers, 1 sisters, 2 grandchildren.",55147.97,2894.58,126165.01,0,1,2,5,0,1,1,1,2
"The estate is worth $864,510.20. There are debts of $145,375.23. Funeral expenses amount to $6,930.71. A bequest of $121,488.85 was specified. The survivors include a wife, a husband, 5 sons, 1 daughters, a mother, 1 brothers, 3 sisters, 1 grandchildren.",145375.23,6930.71,121488.85,1,1,5,1,0,1,1,3,1
"The estate is worth $711,415.15. There are debts of $27,357.41. Funeral expenses amount to $4,034.30. A bequest of $181,078.17 was specified. The survivors include a husband, 4 sons, a father, 2 brothers, 1 sisters.",27357.41,4034.3,181078.17,0,1,4,0,1,0,2,1,0
"The estate is worth $429,901.32. There are debts of $94,860.12. Funeral expenses amount to $8,585.89. A bequest of $22,737.16 was specified. The survivors include 4 sons, 3 daughters, 2 sisters, 2 grandchildren.",94860.12,8585.89,22737.16,0,0,4,3,0,0,0,2,2
"The estate is worth $823,961.44. There are debts of $46,731.97. Funeral expenses amount to $9,017.15. A bequest of $59,486.53 was specified. The survivors include a wife, 1 sons, 1 daughters, 1 grandchildren.",46731.97,9017.15,59486.53,1,0,1,1,0,0,0,0,1
"The estate is worth $909,678.83. There are debts of $223,676.13. Funeral expenses amount to $2,211.59. A bequest of $43,772.95 was specified. The survivors include a wife, a husband, 5 sons, 5 daughters, a mother, 2 sisters.",223676.13,2211.59,43772.95,1,1,5,5,0,1,0,2,0
"The estate is worth $432,346.60. There are debts of $11,939.66. Funeral expenses amount to $2,833.84. A bequest of $103,355.68 was specified. The survivors include a wife, 5 sons, 5 daughters, a father, a mother, 3 brothers, 3 sisters, 2 grandchildren.",11939.66,2833.84,103355.68,1,0,5,5,1,1,3,3,2
"The estate is worth $926,119.83. There are debts of $95,669.53. Funeral expenses amount to $6,378.39. A bequest of $147,454.03 was specified. The survivors include a wife, 2 sons, 3 daughters, 1 brothers, 1 sisters, 2 grandchildren.",95669.53,6378.39,147454.03,1,0,2,3,0,0,1,1,2
"The estate is worth $122,897.05. There are debts of $12,040.65. Funeral expenses amount to $6,513.78. A bequest of $6,978.67 was specified. The survivors include a wife, a husband, 1 sons, 5 daughters, a father, 1 sisters, 1 grandchildren.",12040.65,6513.78,6978.67,1,1,1,5,1,0,0,1,1
"The estate is worth $302,210.74. There are debts of $14,750.85. Funeral expenses amount to $1,856.55. A bequest of $71,403.54 was specified. The survivors include a wife, 3 sons, 3 daughters, a father, a mother, 3 brothers, 1 sisters, 1 grandchildren.",14750.85,1856.55,71403.54,1,0,3,3,1,1,3,1,1
"The estate is worth $190,923.96. There are debts of $3,769.30. Funeral expenses amount to $4,566.02. A bequest of $32,338.25 was specified. The survivors include a wife, 1 sons, 4 daughters, a father, a mother, 1 brothers, 2 sisters, 2 grandchildren.",3769.3,4566.02,32338.25,1,0,1,4,1,1,1,2,2
"The estate is worth $686,620.89. There are debts of $158,417.69. Funeral expenses amount to $6,543.10. A bequest of $59,165.20 was specified. The survivors include 5 sons, 5 daughters, a mother, 2 brothers, 1 sisters, 1 grandchildren.",158417.69,6543.1,59165.2,0,0,5,5,0,1,2,1,1
"The estate is worth $116,298.38. There are debts of $3,013.63. Funeral expenses amount to $4,747.24. A bequest of $10,352.48 was specified. The survivors include 3 sons, 4 daughters, a mother, 2 sisters, 1 grandchildren.",3013.63,4747.24,10352.48,0,0,3,4,0,1,0,2,1
"The estate is worth $804,402.30. There are debts of $2,819.43. Funeral expenses amount to $4,831.34. A bequest of $180,292.11 was specified. The survivors include a wife, 3 sons, a father, 1 brothers, 2 sisters, 2 grandchildren.",2819.43,4831.34,180292.11,1,0,3,0,1,0,1,2,2
"The estate is worth $905,751.95. There are debts of $67,104.70. Funeral expenses amount to $6,638.32. A bequest of $93,889.23 was specified. The survivors include a wife, a husband, 5 sons, 2 daughters, 1 brothers, 3 sisters, 1 grandchildren.",67104.7,6638.32,93889.23,1,1,5,2,0,0,1,3,1
"The estate is worth $651,867.46. There are debts of $61,526.45. Funeral expenses amount to $1,624.80. A bequest of $7,172.91 was specified. The survivors include a husband, 2 daughters, 1 sisters.",61526.45,1624.8,7172.91,0,1,0,2,0,0,0,1,0
"The estate is worth $634,009.73. There are debts of $101,678.03. Funeral expenses amount to $3,623.52. A bequest of $143,355.49 was specified. The survivors include 1 sons, 3 daughters, a mother, 2 brothers, 2 sisters, 1 grandchildren.",101678.03,3623.52,143355.49,0,0,1,3,0,1,2,2,1
"The estate is worth $702,220.80. There are debts of $167,256.31. Funeral expenses amount to $1,587.77. A bequest of $25,300.57 was specified. The survivors include a wife, a husband, 1 daughters, a father, a mother, 1 brothers, 2 sisters, 1 grandchildren.",167256.31,1587.77,25300.57,1,1,0,1,1,1,1,2,1
"The estate is worth $488,254.07. There are debts of $113,631.53. Funeral expenses amount to $2,094.06. A bequest of $46,570.84 was specified. The survivors include a wife, a husband, 2 daughters, a father, a mother, 2 brothers, 1 sisters.",113631.53,2094.06,46570.84,1,1,0,2,1,1,2,1,0
"The estate is worth $576,855.43. There are debts of $111,179.00. Funeral expenses amount to $4,526.75. A bequest of $100,125.56 was specified. The survivors include a husband, 5 sons, 1 daughters, a mother, 3 brothers, 1 sisters.",111179.0,4526.75,100125.56,0,1,5,1,0,1,3,1,0
"The estate is worth $488,521.32. There are debts of $87,268.85. Funeral expenses amount to $4,019.21. A bequest of $42,149.72 was specified. The survivors include a wife, 1 sons, 1 brothers, 3 sisters.",87268.85,4019.21,42149.72,1,0,1,0,0,0,1,3,0
"The estate is worth $115,690.19. There are debts of $15,098.70. Funeral expenses amount to $7,286.64. A bequest of $19,231.17 was specified. The survivors include a husband, 3 sons, 4 daughters, a father, a mother, 1 brothers, 1 sisters.",15098.7,7286.64,19231.17,0,1,3,4,1,1,1,1,0
"The estate is worth $325,073.22. There are debts of $11,396.01. Funeral expenses amount to $7,813.38. A bequest of $79,298.19 was specified. The survivors include a wife, a husband, 4 sons, 2 daughters, a father, a mother, 3 brothers.",11396.01,7813.38,79298.19,1,1,4,2,1,1,3,0,0
"The estate is worth $880,165.47. There are debts of $125,436.29. Funeral expenses amount to $6,169.21. A bequest of $209,353.72 was specified. The survivors include a father, a mother, 2 brothers, 2 sisters.",125436.29,6169.21,209353.72,0,0,0,0,1,1,2,2,0
"The estate is worth $272,456.82. There are debts of $63,085.97. Funeral expenses amount to $4,220.49. A bequest of $65,377.93 was specified. The survivors include a wife, a husband, 5 sons, 4 daughters, 2 brothers, 2 grandchildren.",63085.97,4220.49,65377.93,1,1,5,4,0,0,2,0,2
"The estate is worth $608,044.98. There are debts of $137,290.95. Funeral expenses amount to $8,306.29. A bequest of $107,838.51 was specified. The survivors include a husband, 3 sons, 3 daughters, a mother, 3 brothers, 3 sisters.",137290.95,8306.29,107838.51,0,1,3,3,0,1,3,3,0
"The estate is worth $472,733.21. There are debts of $96,279.98. Funeral expenses amount to $2,737.87. A bequest of $8,157.05 was specified. The survivors include 2 sons, 4 daughters, a father, a mother, 1 brothers, 1 grandchildren.",96279.98,2737.87,8157.05,0,0,2,4,1,1,1,0,1
"The estate is worth $145,290.56. There are debts of $25,078.42. Funeral expenses amount to $3,022.75. A bequest of $28,659.40 was specified. The survivors include a wife, 4 sons, 3 daughters, 3 brothers, 3 sisters.",25078.42,3022.75,28659.4,1,0,4,3,0,0,3,3,0
"The estate is worth $784,680.00. There are debts of $157,992.22. Funeral expenses amount to $9,783.16. A bequest of $123,667.63 was specified. The survivors include 1 sons, 2 daughters, a father, a mother, 2 brothers, 2 sisters, 1 grandchildren.",157992.22,9783.16,123667.63,0,0,1,2,1,1,2,2,1
"The estate is worth $183,485.91. There are debts of $33,580.94. Funeral expenses amount to $8,523.39. A bequest of $46,497.40 was specified. The survivors include 2 sons, 5 daughters, 1 brothers, 2 sisters, 1 grandchildren.",33580.94,8523.39,46497.4,0,0,2,5,0,0,1,2,1
"The estate is worth $763,816.49. There are debts of $159,701.76. Funeral expenses amount to $7,988.08. A bequest of $160,285.45 was specified. The survivors include a wife, 1 sons, 3 daughters, a father, 2 sisters, 2 grandchildren.",159701.76,7988.08,160285.45,1,0,1,3,1,0,0,2,2
"The estate is worth $312,173.05. There are debts of $65,219.76. Funeral expenses amount to $9,545.27. A bequest of $35,389.17 was specified. The survivors include 3 sons, a mother, 3 brothers, 3 sisters, 2 grandchildren.",65219.76,9545.27,35389.17,0,0,3,0,0,1,3,3,2
"The estate is worth $613,634.36. There are debts of $14,709.09. Funeral expenses amount to $4,310.23. A bequest of $35,054.11 was specified. The survivors include 2 sons, 2 daughters, a mother, 1 brothers, 1 sisters, 1 grandchildren.",14709.09,4310.23,35054.11,0,0,2,2,0,1,1,1,1
"The estate is worth $528,511.99. There are debts of $13,084.77. Funeral expenses amount to $1,901.89. A bequest of $72,786.76 was specified. The survivors include a husband, 2 sons, a father.",13084.77,1901.89,72786.76,0,1,2,0,1,0,0,0,0
"The estate is worth $337,937.90. There are debts of $48,323.21. Funeral expenses amount to $4,250.89. A bequest of $64,043.94 was specified. The survivors include a wife, 4 sons, 4 daughters, a father, 2 brothers, 2 sisters.",48323.21,4250.89,64043.94,1,0,4,4,1,0,2,2,0
"The estate is worth $826,665.23. There are debts of $62,095.66. Funeral expenses amount to $8,786.64. A bequest of $898.03 was specified. The survivors include a wife, a husband, 5 sons, a father, a mother, 2 brothers, 3 sisters.",62095.66,8786.64,898.03,1,1,5,0,1,1,2,3,0
